Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2012 [YR2012],2016 [YR2016]
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Congo, Dem. Rep.",COD,49.12150643,48.36481367,48.36755558
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Congo, Rep.",COG,49.19936166,48.89646847,48.70727315
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Costa Rica,CRI,37.55527871,39.62829142,38.00819099
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cote d'Ivoire,CIV,38.28104167,39.50163232,41.21024882
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Croatia,HRV,46.08490218,45.45989295,46.42675767
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cuba,CUB,38.5576795,38.22711341,37.97914662
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Curacao,CUW,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Cyprus,CYP,44.67743292,45.06068682,46.18503263
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Czech Republic,CZE,43.39319512,43.74188816,44.36291731
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Denmark,DNK,47.09858934,47.41085592,47.38111267
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Djibouti,DJI,39.15706104,39.63637638,40.91307755
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Dominica,DMA,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Dominican Republic,DOM,34.86559717,37.2840372,39.65385569
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ecuador,ECU,39.04515948,38.99659352,41.03032257
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Egypt, Arab Rep.",EGY,23.2867504,22.73902251,23.72247424
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,El Salvador,SLV,41.11588688,41.98874902,42.18805523
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Equatorial Guinea,GNQ,38.08904499,37.49876281,37.00534014
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Eritrea,ERI,46.65065465,46.51391501,46.45641717
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Estonia,EST,48.8424937,49.01839926,48.43364232
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Eswatini,SWZ,40.75264672,41.32301,40.98690132
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ethiopia,ETH,46.02705186,45.99028124,46.39770191
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Faroe Islands,FRO,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Fiji,FJI,33.66509641,35.05749881,32.76104221
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Finland,FIN,48.45312949,48.06722565,48.05663056
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,France,FRA,47.17709921,47.30325588,47.69189613
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,French Polynesia,PYF,41.68745932,42.76237754,43.16745893
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Gabon,GAB,39.89512332,40.20297859,40.53002974
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Gambia, The",GMB,43.08161994,43.61244624,44.16207408
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Georgia,GEO,45.54675698,45.69665401,45.633227
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Germany,DEU,45.46257918,45.90385997,46.44129957
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ghana,GHA,47.79299706,47.28864357,46.70493301
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Gibraltar,GIB,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Greece,GRC,41.65067516,42.92923827,44.10967554
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Greenland,GRL,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Grenada,GRD,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Guam,GUM,40.65861177,40.62801373,40.54359851
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Guatemala,GTM,34.47687103,36.2996708,34.06671481
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Guinea,GIN,53.07661163,53.24726006,53.25322096
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Guinea-Bissau,GNB,48.2385561,48.27555478,48.25297751
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Guyana,GUY,33.17693512,34.77356903,35.79101671
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Haiti,HTI,47.62973404,47.54486603,47.86101109
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Honduras,HND,34.49348555,33.49572525,36.29338683
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Hong Kong SAR, China",HKG,46.77798742,47.66783764,48.77694414
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Hungary,HUN,45.58522096,46.20255815,45.67935385
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Iceland,ISL,46.91149518,47.52668851,47.10421929
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,India,IND,23.75727541,21.26656451,21.89140905
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Indonesia,IDN,37.91729947,38.12498631,38.3672762
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Iran, Islamic Rep.",IRN,18.57143005,17.31426408,19.11471759
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Iraq,IRQ,14.41393124,14.11520501,14.36856726
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ireland,IRL,44.26127801,45.07940598,45.38124892
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Isle of Man,IMN,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Israel,ISR,46.52068651,46.74163923,47.18561863
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Italy,ITA,40.89247838,41.87489675,42.12283519
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Jamaica,JAM,44.35366069,44.71182513,45.59100284
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Japan,JPN,41.59181593,41.9359617,43.10936216
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Jordan,JOR,17.75600722,18.07703758,17.59769339
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kazakhstan,KAZ,48.95061059,48.84306097,48.51973004
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kenya,KEN,47.37187832,47.76150188,48.53409709
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kiribati,KIR,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Korea, Dem. People’s Rep.",PRK,47.94734874,47.81754592,47.67430048
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Korea, Rep.",KOR,40.84173101,41.07997407,41.79994328
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kosovo,XKX,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kuwait,KWT,29.29683978,30.34262485,30.25839424
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Kyrgyz Republic,KGZ,42.18104546,41.34772086,40.25364183
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lao PDR,LAO,50.39079225,49.84645193,49.22842625
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Latvia,LVA,49.82915908,49.9472413,50.15220768
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lebanon,LBN,23.27095576,24.21739506,24.79047036
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lesotho,LSO,47.05159719,46.17926209,45.74445261
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Liberia,LBR,47.88118595,48.22777184,48.81761734
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Libya,LBY,21.80578524,22.39704892,24.93343835
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Liechtenstein,LIE,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Lithuania,LTU,50.37505829,50.628019,50.56277132
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Luxembourg,LUX,43.25956335,44.30180842,44.98094298
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Macao SAR, China",MAC,48.78053343,48.49613635,49.078574
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Madagascar,MDG,49.3619406,49.49331992,48.81487938
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Malawi,MWI,48.9749272,48.44004632,48.54454194
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Malaysia,MYS,34.95830597,35.98068799,38.18134834
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Maldives,MDV,31.97580545,29.56035237,24.10582928
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mali,MLI,43.29873323,43.01843389,43.77553924
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Malta,MLT,34.21828567,36.60883408,38.93063259
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Marshall Islands,MHL,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mauritania,MRT,30.46950871,30.92873558,31.50717092
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mauritius,MUS,36.63980617,37.41662818,38.80873424
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mexico,MEX,36.53809388,37.24712323,37.23667759
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Moldova,MDA,48.41464715,48.99939885,49.16534582
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Monaco,MCO,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mongolia,MNG,46.01360539,46.04157311,45.39308004
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Montenegro,MNE,43.99102759,44.29461916,44.09093894
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Morocco,MAR,26.47310749,25.91268581,24.57385001
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Mozambique,MOZ,53.66168214,52.9938076,52.21145347
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Myanmar,MMR,41.89860287,41.68763451,40.95979625
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Namibia,NAM,48.04329613,48.68857664,48.32795803
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Nauru,NRU,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Nepal,NPL,49.13495614,51.8291759,55.65787874
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Netherlands,NLD,45.65813763,45.98761161,46.07006686
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,New Caledonia,NCL,45.95682084,45.74454145,45.6220437
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,New Zealand,NZL,46.73676155,47.02590491,47.36583225
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Nicaragua,NIC,37.67522815,38.03810737,38.85910452
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Niger,NER,43.68588471,43.41948824,43.19017092
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Nigeria,NGA,44.3114614,45.07364983,45.37145403
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,North Macedonia,MKD,38.57552984,39.25807843,38.74757191
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Northern Mariana Islands,MNP,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Norway,NOR,47.50368085,47.26538354,47.08427311
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Oman,OMN,16.50349551,14.54211841,13.21317921
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Pakistan,PAK,19.72980114,20.9854876,21.8531731
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Palau,PLW,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Panama,PAN,37.00618692,37.44968588,39.35339935
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Papua New Guinea,PNG,48.41353632,48.3894833,48.58253303
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Paraguay,PRY,39.01569206,41.02114574,39.39895558
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Peru,PER,45.56382344,45.94026162,45.8395623
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Philippines,PHL,38.84038422,39.17731482,39.24063643
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Poland,POL,44.79492666,45.06798688,44.84152479
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Portugal,PRT,47.77640813,48.22436536,48.79668303
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Puerto Rico,PRI,42.09645068,42.13389204,42.21540286
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Qatar,QAT,11.73012633,12.37030833,13.62740249
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Romania,ROU,44.31868195,44.02600685,43.00724664
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Russian Federation,RUS,48.97907059,48.79107987,48.49730475
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Rwanda,RWA,51.33392231,51.40341008,51.58561631
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Samoa,WSM,36.2355228,36.37764728,36.40317149
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,San Marino,SMR,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sao Tome and Principe,STP,35.71096614,35.76476927,36.34991364
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Saudi Arabia,SAU,14.15485524,15.70214865,16.80991398
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Senegal,SEN,36.54715243,38.16448875,39.87826014
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Serbia,SRB,43.74748455,43.194426,44.10381817
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Seychelles,SYC,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sierra Leone,SLE,49.81793835,49.73332356,49.80172606
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Singapore,SGP,40.45184882,41.1109243,42.04378034
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sint Maarten (Dutch part),SXM,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Slovak Republic,SVK,44.44717626,44.57528299,45.4608415
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Slovenia,SVN,45.84685356,45.93278575,46.48586868
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Solomon Islands,SLB,43.58552557,43.56588624,43.43310286
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Somalia,SOM,18.98047703,19.60500818,20.65646197
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,South Africa,ZAF,43.85086555,44.09904734,44.68054593
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,South Sudan,SSD,48.56884241,48.86426342,49.34757608
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Spain,ESP,43.78865356,45.38240216,46.22035817
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sri Lanka,LKA,33.92398937,32.10365812,34.47455245
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,St. Kitts and Nevis,KNA,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,St. Lucia,LCA,44.90525686,45.04512322,45.2977543
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,St. Martin (French part),MAF,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,St. Vincent and the Grenadines,VCT,40.60873563,40.53927737,41.00371035
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sudan,SDN,24.36631444,25.04535073,26.07413243
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Suriname,SUR,37.54882325,38.58779993,38.08650264
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Sweden,SWE,47.39684525,47.43672039,47.65389584
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Switzerland,CHE,46.26032047,46.03051296,46.58192122
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Syrian Arab Republic,SYR,15.11762992,14.92965967,14.56888319
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Tajikistan,TJK,34.45325134,33.42490892,32.29755906
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Tanzania,TZA,49.3935349,48.77026833,48.27404013
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Thailand,THA,45.81171068,46.2329764,45.64831114
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Timor-Leste,TLS,31.54950765,31.73392343,31.9292877
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Togo,TGO,50.0020835,49.41880792,49.54809417
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Tonga,TON,38.53818892,38.6843194,38.83013279
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Trinidad and Tobago,TTO,41.29480378,42.17329738,42.47125075
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Tunisia,TUN,26.70755014,26.98224535,26.71694662
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Turkey,TUR,28.13097242,30.50626154,32.2600446
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Turkmenistan,TKM,42.19110902,41.97631969,41.73527091
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Turks and Caicos Islands,TCA,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Tuvalu,TUV,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Uganda,UGA,48.21444785,48.5694259,49.0102698
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Ukraine,UKR,48.20044306,47.31095319,47.35278704
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,United Arab Emirates,ARE,11.14164459,12.81550817,16.14014664
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,United Kingdom,GBR,45.94333079,46.10424584,46.51032142
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,United States,USA,46.16950265,45.97842405,45.86297488
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Uruguay,URY,44.5013508,44.87529599,45.41331941
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Uzbekistan,UZB,42.00274896,41.77104793,41.47078131
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Vanuatu,VUT,43.51674185,43.64872364,43.64076051
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Venezuela, RB",VEN,39.69838291,39.92206649,39.4658331
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Vietnam,VNM,47.97115793,47.82454641,47.79141307
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Virgin Islands (U.S.),VIR,48.76631454,48.99780236,49.60682031
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,West Bank and Gaza,PSE,18.75553592,19.95556427,20.96180872
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,"Yemen, Rep.",YEM,13.51743847,10.239395,8.014006706
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Zambia,ZMB,47.67201532,47.79364286,48.11520279
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Zimbabwe,ZWE,50.56150113,50.82362881,50.99675172
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Arab World,ARB,20.06677151,20.13968919,20.43423182
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Caribbean small states,CSS,42.36705476,42.96716783,43.47751534
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Central Europe and the Baltics,CEB,45.09304541,45.26954619,45.09288956
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Early-demographic dividend,EAR,30.13467809,29.55104942,30.10642975
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific,EAS,43.42637093,43.37819739,43.37412086
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific (excluding high income),EAP,43.57537272,43.48159293,43.36991507
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,43.51266498,43.41904126,43.30702381
